pctvar	PC
2.228417910801237	1
1.0328026818944638	2
0.5319883405585026	3
0.42061401206852933	4
0.3507518710497943	5
0.2828102557377174	6
0.2279913591677201	7
0.21775737025220998	8
0.18125548060887656	9
0.16332251977290535	10
0.15621042086641188	11
0.11511068671975705	12
0.11396910917168337	13
0.09960423876978215	14
0.09821917074619022	15
0.09684690371009327	16
0.09608710091682988	17
0.08689220334195599	18
0.08659439083216791	19
0.08267372240842484	20
0.082039705484547	21
0.07904399494959548	22
0.07630654858159897	23
0.07411463275981836	24
0.07342148129440038	25
0.07236728003977304	26
0.07045361211667542	27
0.06969871744074982	28
0.06827064179593635	29
0.06645605335438202	30
0.06622630318578461	31
0.06468728927182078	32
0.06314545839153601	33
0.06252223074511269	34
0.06110531014435794	35
0.06089093116829833	36
0.05983339556012015	37
0.058907523907537465	38
0.0587625374812039	39
0.0574504857816228	40
0.056975500397598404	41
0.05626116801765462	42
0.055874675559185204	43
0.055787343394284074	44
0.055428725652327246	45
0.05460067807354812	46
0.05445526600486878	47
0.05420142488353703	48
0.05391375383005846	49
0.05364600350065325	50
0.05345815855135373	51
0.05313958013423092	52
0.05299434779459988	53
0.05244050415290485	54
0.052276939551497134	55
0.05187472394270963	56
0.05173808499439406	57
0.05127381399610356	58
0.05110699622091372	59
0.05080262342141222	60
0.05071656488538028	61
0.05022530618022481	62
0.05003856861068327	63
0.049837094527810995	64
0.049783128361085706	65
0.049570673235007634	66
0.04937319343446951	67
0.04893813250139334	68
0.04874691726314805	69
0.04853578729355749	70
0.048463556257047895	71
0.04809356854289896	72
0.04793346144372943	73
0.047820510900474796	74
0.04758378403523281	75
0.04743862133603653	76
0.04741440864492632	77
0.04735749398190546	78
0.047167460219997286	79
0.04689072360202005	80
0.04686594338665725	81
0.04686080189249786	82
0.04660139979599769	83
0.04651843477036417	84
0.04650816158101071	85
0.04640625888985193	86
0.046361190501508484	87
0.04623196728734976	88
0.04613337688369755	89
0.04608239153668309	90
0.04596081448654857	91
0.04593333525475065	92
0.0459029834900017	93
0.045807973570121625	94
0.045744270653240236	95
0.04569905408865322	96
0.04567748517312326	97
0.04555817821366215	98
0.045498015602396406	99
0.04548763574869401	100
0.04542779900039759	101
0.045376340329972585	102
0.04532664372492174	103
0.04528894597085083	104
0.04525435931310369	105
0.0452128496310873	106
0.04519749601836397	107
0.045149235378320156	108
0.0451244702144077	109
0.04508274900323416	110
0.044979949975929676	111
0.04493267201680985	112
0.04490738802198599	113
0.04489310442733291	114
0.04485542218582282	115
0.04482415959780538	116
0.044777738467990276	117
0.044768004525025405	118
0.04474922405360364	119
0.04470443910856943	120
0.04469292038125752	121
0.044649798518940444	122
0.04459977750674693	123
0.044591633601368384	124
0.044551652289771475	125
0.04450208958410483	126
0.044474001290065526	127
0.044420074430808025	128
0.044406717623505454	129
0.04437994077306977	130
0.04430473705676927	131
0.04428777424800763	132
0.04426681823014652	133
0.0442461651493668	134
0.04421432914451317	135
0.04417321943534694	136
0.04416549119138981	137
0.04411469874924596	138
0.04409399854544987	139
0.04407891809349956	140
0.04403219542094578	141
0.0440128490447632	142
0.043988808257027674	143
0.04393483733324173	144
0.043906632621187845	145
0.04387341179916396	146
0.043858745428175944	147
0.04384401774303329	148
0.04378728889870098	149
0.04374950075405842	150
0.04374199019900818	151
0.04367721631425989	152
0.043659617196835615	153
0.04362018232990552	154
0.043610395634825834	155
0.04357487895441951	156
0.04356846311651885	157
0.04353259467952252	158
0.043515784218629804	159
0.04350557198691213	160
0.04348601447197212	161
0.04345666967859708	162
0.04341541022428565	163
0.04337668202495985	164
0.043358635053362474	165
0.043344299834758196	166
0.04332728144520266	167
0.04329328911972787	168
0.043275009299685044	169
0.04326296271873316	170
0.04321431909833437	171
0.04319819508167124	172
0.04317516692688171	173
0.043159559353031896	174
0.043140819325904224	175
0.043116954773139066	176
0.04309827505706594	177
0.043058289565859324	178
0.04304179535345262	179
0.04300672148767398	180
0.04299294837693231	181
0.042969450856720444	182
0.04296262558847879	183
0.04294670553074081	184
0.04292908939663312	185
0.04290301868035784	186
0.04289067643076493	187
0.04286329568654813	188
0.042843056487664635	189
0.04282064150595441	190
0.04279119677513381	191
0.04278250263497906	192
0.04274467929636464	193
0.0427276113780649	194
0.04271784413550789	195
0.04269887733647737	196
0.04267634746943449	197
0.04265147706474883	198
0.04263489161181782	199
0.04260225396575098	200
0.04259192191312929	201
0.04257782790292614	202
0.042569086381212685	203
0.042543864871394325	204
0.04248732703890311	205
0.04247457399084323	206
0.042460657528074736	207
0.0424545100183369	208
0.042440928630331685	209
0.042419899146276814	210
0.042406927012607704	211
0.04239718642634746	212
0.04236864796991469	213
0.042338995554738294	214
0.042320970953138	215
0.042311880568708424	216
0.042270231815218676	217
0.04223984591814479	218
0.042208065779270394	219
0.04220611497752735	220
0.0421855159222356	221
0.042159303422048135	222
0.042146067366167765	223
0.04211589326406939	224
0.042107915938350685	225
0.04209597988871862	226
0.04207622368949513	227
0.04205556075608276	228
0.04202715767265174	229
0.042017389944688066	230
0.042000247371412835	231
0.04197141314633147	232
0.04195472206843851	233
0.04194770474716703	234
0.04189762649361312	235
0.041896642770515045	236
0.04187308339427451	237
0.041866306068770516	238
0.04184576414917564	239
0.041836408055142715	240
0.041830503242853714	241
0.04179770361549612	242
0.041773697531546646	243
0.041756164213463315	244
0.04175384513101719	245
0.04173942954854419	246
0.04171901835265025	247
0.04167872583508637	248
0.041674873563919294	249
0.04166192339139821	250
0.04162924090695494	251
0.04159972962587806	252
0.04158749031623901	253
0.041579467202402035	254
0.041552829277765664	255
0.0415293028944007	256
0.041522850200692574	257
0.041507674151439	258
0.04149243290641637	259
0.04147449943204368	260
0.04145064749383893	261
0.04144472621785616	262
0.041422947434407095	263
0.04140674312892431	264
0.041385288664621385	265
0.04137201454517245	266
0.04134716449068115	267
0.04134075206840595	268
0.04131966962351942	269
0.041314819033296646	270
0.041293775741843994	271
0.04127516859691021	272
0.041268710541587	273
0.041250333649949254	274
0.04123752904209709	275
0.041193204057811704	276
0.04118803612405377	277
0.04117463954838463	278
0.041161739675974376	279
0.041143772726663926	280
0.0411182858054624	281
0.041104251931321445	282
0.04108309849059882	283
0.041071220231519934	284
0.041049609635784474	285
0.04103961173467853	286
0.04100704799461754	287
0.041002327677411854	288
0.04099833642007024	289
0.04097871844994324	290
0.040964287254762456	291
0.04095185036131067	292
0.040935043073660006	293
0.04091627669651299	294
0.040895559764198515	295
0.04088645715985223	296
0.040875900195748625	297
0.04086883589884292	298
0.04085728136697889	299
0.040850154849746856	300
0.040832916444522374	301
0.040798947199057085	302
0.04078537545974202	303
0.04077430278756714	304
0.040753635793040734	305
0.04073606177772598	306
0.04072535442521073	307
0.040700752199257006	308
0.040684623287026773	309
0.04067482812911406	310
0.04066216607515728	311
0.040654129834247855	312
0.040632239420295424	313
0.04061144298317916	314
0.04060160262175108	315
0.0405709110769841	316
0.04054244579162388	317
0.040532748679464936	318
0.040522828554442336	319
0.04051611170722024	320
0.0405005234208412	321
0.0404816791719882	322
0.04047431430594765	323
0.04046221981306698	324
0.04044641704798556	325
0.04042200926673154	326
0.04040796300829779	327
0.0403960331550854	328
0.04039237832857983	329
0.04037673134397498	330
0.04036346573845216	331
0.04033475616869325	332
0.04032638481544242	333
0.04032090643200991	334
0.04029403581432653	335
0.04028046402569458	336
0.04027079273699829	337
0.04024973368583629	338
0.04023861935344534	339
0.0402281101544952	340
0.04020253243720562	341
0.04018565377447177	342
0.040165977667924395	343
0.04014955474954999	344
0.04013622428382805	345
0.04011526627100498	346
0.0400980864389891	347
0.04009502771846289	348
0.04007286415104444	349
0.04005558768149094	350
0.040039758211302484	351
0.0400258173654329	352
0.040017351475015527	353
0.04000114282504395	354
